id_pedido,cliente_id,zona,fecha_creacion,fecha_asignacion,fecha_entrega,estado,repartidor_id,metodo_pago,monto,tipo_vehiculo,costo_operacion,latitud,longitud
bce3cc09-2fca-45ff-9a81-465df6a4da99,cde4c37d-3d93-402d-8476-5ac08324b8fc,Sur,2026-07-28 22:01:16,2026-07-28 22:03:16,,en_camino,c7821b64-7aa0-48bf-8b4d-b4728048dd60,app,41468.19,moto_electrica,9741.44,6.158379,-75.608394
5ea5bab8-9c62-4d83-98d0-1b9dbfd87bb9,2bcc12cb-5d87-4176-a287-3a2aee9351e5,Occidente,2026-07-29 00:41:04,2026-07-29 00:51:04,2026-07-29 01:26:04,entregado,ae960795-51c3-43fe-8b0c-cd21d3738b27,app,24117.68,bicicleta,4682.45,6.273562,-75.615582
2d602317-e58d-49e6-84f7-90d2d57e59f2,3846dadb-18c0-49fe-9be8-725b48a79373,Centro,2026-07-29 00:45:41,2026-07-29 01:00:41,2026-07-29 01:22:41,entregado,2ba6deb3-6f6f-4b15-86fc-06a32886e27a,efectivo,89302.27,moto_electrica,20692.47,6.24493,-75.568105
22c01f43-a611-4d59-9f98-04fffeddb43a,5a53097d-77e6-43e0-970b-3e537f059cf8,Occidente,2026-07-29 00:47:24,2026-07-29 00:54:24,2026-07-29 01:20:24,entregado,65c0052d-e656-48ba-9f6c-ba710d8242eb,app,69390.07,moto_electrica,16736.8,6.25966,-75.606214
9563c2a0-c3a6-41e5-96db-a390ce5b2ac9,33d96349-be47-4ec3-a139-34ca61add917,Chapinero,2026-07-29 01:28:31,2026-07-29 01:38:31,2026-07-29 02:09:31,entregado,d3492baf-d484-402d-a53e-ed3ddd5838b9,app,61652.7,bicicleta,14281.04,6.26974,-75.540444
11adaeb9-d82d-4628-bc16-871f4c17f5ed,85376b3d-bf0a-462c-9812-374620e92e59,Norte,2026-07-29 01:37:48,2026-07-29 01:45:48,2026-07-29 02:22:48,entregado,bb6f84b2-6b62-49d9-ac7c-390723a72a9b,efectivo,70358.95,moto_electrica,12838.34,6.272033,-75.557094
74a5483c-f19e-41a6-af13-bc2e3c22c1b9,6c7dcc33-6f64-4bae-a30c-600099b54f33,Occidente,2026-07-29 01:55:12,2026-07-29 02:05:12,2026-07-29 02:20:12,entregado,eec9c1a6-fa0a-4ee3-bcf5-687cf4ffffd1,efectivo,89117.52,moto_electrica,15331.91,6.249864,-75.602802
f1a4b277-d4c1-4cac-aa41-deca38e9dc72,06e97137-7dac-45fd-8c25-3d5ffc2931e2,Norte,2026-07-29 02:09:42,2026-07-29 02:22:42,,en_camino,d3492baf-d484-402d-a53e-ed3ddd5838b9,app,56841.6,bicicleta,9953.23,6.284311,-75.574955
cc35f629-5262-47ff-8fed-3ddd9f7033f0,6a3ea9aa-61e6-4a9b-bb8a-673c32bd53e3,Sur,2026-07-29 02:38:18,2026-07-29 02:53:18,2026-07-29 03:20:18,entregado,2ba6deb3-6f6f-4b15-86fc-06a32886e27a,app,23298.7,bicicleta,4012.79,6.161164,-75.607542
5fce905a-826b-453f-a091-80c34e37f031,532946ef-c978-4995-b94c-d3c989755106,Occidente,2026-07-29 03:14:56,2026-07-29 03:23:56,2026-07-29 03:52:56,entregado,f8f6f0d9-c708-4217-bad3-d580bf28fd5f,tarjeta,15239.0,bicicleta,3086.6,6.231567,-75.591519
54d46d2d-2c4a-41e4-8a51-d3f8b2e5b41d,501d52ea-dd62-4c6b-b43e-eb3cd5fa2d37,Norte,2026-07-29 03:17:54,2026-07-29 03:20:54,2026-07-29 04:05:54,entregado,c37ce403-bebf-4091-b511-62cf4048e8c2,efectivo,59556.84,bicicleta,11909.46,6.297943,-75.574208
e36d194e-9667-49cb-8249-da12f85f1018,a07da55a-88bb-45a6-9d6f-bfdacccc0991,Norte,2026-07-29 03:34:48,2026-07-29 03:38:48,2026-07-29 04:21:48,entregado,48692700-055f-400c-8687-6573be0be73f,app,31602.41,bicicleta,7504.0,6.280316,-75.578721
8038df40-5839-4029-ab03-3f68a2ce6143,6c7dcc33-6f64-4bae-a30c-600099b54f33,Sur,2026-07-29 03:36:46,2026-07-29 03:42:46,2026-07-29 04:04:46,entregado,fc03515f-887a-46b7-a44a-8c0fcb0775be,app,43013.62,moto_electrica,7278.57,6.170301,-75.591045
8239247e-2dd8-4a2a-9f85-3030f161a8a5,b08e0f7c-3078-41b9-8e89-00b4e8e31b8d,Occidente,2026-07-29 06:04:36,2026-07-29 06:08:36,2026-07-29 06:32:36,entregado,c7821b64-7aa0-48bf-8b4d-b4728048dd60,app,21979.17,moto_electrica,4461.69,6.260041,-75.619481
4acc7363-de74-4ddf-9f8c-ef69bc0e5792,b2322744-c7c4-49f3-9caa-8df835be917b,Chapinero,2026-07-29 06:08:14,2026-07-29 06:13:14,2026-07-29 06:31:14,entregado,9852732d-4628-4e78-ba2e-16d78d91a915,efectivo,55815.44,moto_electrica,10359.33,6.260933,-75.554374
97e68c20-e8c9-4ab9-9380-de204220c848,c1c45866-47a2-47f7-b1e6-4dfecbbdda25,Chapinero,2026-07-29 06:32:14,2026-07-29 06:47:14,2026-07-29 07:16:14,entregado,2ba6deb3-6f6f-4b15-86fc-06a32886e27a,app,71610.84,bicicleta,12590.97,6.261854,-75.544726
00bb34c6-70ce-45d8-aa35-14f7f89ae795,33d96349-be47-4ec3-a139-34ca61add917,Chapinero,2026-07-29 07:13:22,2026-07-29 07:28:22,2026-07-29 07:45:22,entregado,c7821b64-7aa0-48bf-8b4d-b4728048dd60,tarjeta,31878.67,moto_electrica,6658.28,6.269882,-75.540535
327e43a9-be10-40c5-9376-4afcb91d72ef,c2117215-2808-47fd-8fc9-330bdba5c03a,Sur,2026-07-29 07:59:11,2026-07-29 08:09:11,2026-07-29 08:34:11,entregado,dd0aed03-899f-4d40-91a2-c94ffa9d7e52,tarjeta,40633.17,moto_electrica,8708.32,6.156641,-75.591917
66e45dae-8e5f-4acb-8e39-90c66a0f270b,c9baeee8-18c8-43a5-91a4-eb6a1108ec13,Occidente,2026-07-29 09:41:58,2026-07-29 09:48:58,2026-07-29 10:07:58,entregado,fc03515f-887a-46b7-a44a-8c0fcb0775be,efectivo,19502.74,moto_electrica,3374.6,6.249008,-75.605121
cfd8c56d-b575-4f50-9fe4-fe24f6091e22,1bb9fc1b-4864-44ef-a2b3-5ea92d0e0afa,Centro,2026-07-29 09:51:51,2026-07-29 10:00:51,2026-07-29 10:20:51,entregado,7e7763b0-2145-4ea0-99f0-070486f95eff,tarjeta,64511.08,moto_electrica,14256.5,6.245998,-75.561017
3afc943c-ea37-45db-b1ad-4f4b2c278ef5,6c7dcc33-6f64-4bae-a30c-600099b54f33,Centro,2026-07-29 10:16:17,2026-07-29 10:31:17,2026-07-29 10:50:17,entregado,c7821b64-7aa0-48bf-8b4d-b4728048dd60,tarjeta,83053.94,moto_electrica,19713.12,6.248195,-75.555774
9917f3a8-682e-43d9-ae55-f1169e475d31,d9f1576e-b837-45f6-9043-bc29a44d438c,Chapinero,2026-07-29 11:27:02,2026-07-29 11:42:02,2026-07-29 12:15:02,entregado,4fb4b86b-6657-418f-9af0-05576b82420b,efectivo,83889.71,bicicleta,14339.63,6.26273,-75.552208
0c09dbe7-01ae-4235-bf89-54f1878a415b,2e431e06-4c17-49d0-97dd-2d1cd10b4a95,Chapinero,2026-07-29 13:08:08,2026-07-29 13:14:08,2026-07-29 13:53:08,entregado,df1dce50-5616-4589-9d5f-16212ef42b85,tarjeta,64217.44,bicicleta,13528.22,6.264682,-75.553262
3762d087-d786-438f-9d70-3763e1ad8809,cab0f77c-6a9c-4833-ab98-ff5e181a7e8c,Chapinero,2026-07-29 13:23:07,2026-07-29 13:26:07,2026-07-29 14:00:07,entregado,fc03515f-887a-46b7-a44a-8c0fcb0775be,tarjeta,56357.2,bicicleta,12490.89,6.264947,-75.540869
f91f722f-fcff-47b9-9cad-7005e550d212,575c8a28-ba91-49bb-a720-b2b5c45d5a33,Occidente,2026-07-29 13:27:07,,,cancelado,,app,72404.81,moto_electrica,11557.96,6.278253,-75.599407
0227e136-bd97-4ea2-826f-f3701b51aa1f,e14bdbbd-1b66-47ce-a156-94fef926e48d,Sur,2026-07-29 13:30:06,2026-07-29 13:41:06,2026-07-29 14:00:06,entregado,bb6f84b2-6b62-49d9-ac7c-390723a72a9b,app,63846.52,moto_electrica,10204.84,6.159704,-75.600985
c52cd993-acc8-46e1-84a9-c7f8fe3f2c2e,fa03a4c0-a33c-47a6-aa10-616ec3e63346,Chapinero,2026-07-29 14:48:16,2026-07-29 14:57:16,2026-07-29 15:24:16,entregado,7e7763b0-2145-4ea0-99f0-070486f95eff,app,18905.17,bicicleta,3198.6,6.269601,-75.549941
6fec93cb-3efb-4884-931b-1d2ef9b86e28,0bf86823-cb4c-48f8-8917-ae330525c6d5,Sur,2026-07-29 16:05:16,2026-07-29 16:19:16,2026-07-29 16:43:16,entregado,df1dce50-5616-4589-9d5f-16212ef42b85,app,24521.25,moto_electrica,4051.22,6.172863,-75.604817
4c7c9637-9608-4813-9533-def4012b3c96,532946ef-c978-4995-b94c-d3c989755106,Centro,2026-07-29 16:58:08,2026-07-29 17:12:08,2026-07-29 17:44:08,entregado,8caf803c-0a87-4a8a-88c8-b2e2476e1eeb,tarjeta,79820.04,bicicleta,13581.3,6.250916,-75.554541
71a6704d-919a-49a4-bd41-a8bfb02f38c7,3846dadb-18c0-49fe-9be8-725b48a79373,Occidente,2026-07-29 17:08:35,2026-07-29 17:18:35,2026-07-29 17:55:35,entregado,4a610ffa-babe-4263-9ee4-1ec7d61cdb29,tarjeta,62709.95,bicicleta,11530.94,6.241592,-75.607793
3392874c-0005-4e58-821f-c1b59fdf50a5,28146250-cf6a-4026-b1f9-b6628c2d8c60,Occidente,2026-07-29 17:11:30,2026-07-29 17:18:30,,en_camino,7e7763b0-2145-4ea0-99f0-070486f95eff,efectivo,77999.65,bicicleta,16801.52,6.237715,-75.591582
99ef2d5f-bfaa-4fe0-ab8b-c30771b39f93,7b93bed4-ad49-4ae0-b9c6-73325f042816,Sur,2026-07-29 17:15:12,2026-07-29 17:23:12,2026-07-29 17:39:12,entregado,dd0aed03-899f-4d40-91a2-c94ffa9d7e52,app,71765.82,moto_electrica,15203.53,6.158713,-75.595437
57e897a9-4c72-4ef0-a3f6-9607322eaef7,2bcc12cb-5d87-4176-a287-3a2aee9351e5,Norte,2026-07-29 17:31:38,,,cancelado,,app,20485.07,bicicleta,3923.04,6.291738,-75.578611
37476103-2593-4a49-9340-05d2d9f6dd0f,9b929e05-3be7-47f5-8987-51f10d07938d,Occidente,2026-07-29 18:04:32,2026-07-29 18:14:32,2026-07-29 18:46:32,entregado,dd0aed03-899f-4d40-91a2-c94ffa9d7e52,efectivo,78161.13,bicicleta,15702.58,6.267753,-75.60056
6eda8ba9-fa3d-4cfb-bf05-0d88f8454b66,f5dd7f93-442b-4f9f-b4d8-50c8af7475e5,Centro,2026-07-29 18:09:12,2026-07-29 18:18:12,2026-07-29 18:41:12,entregado,7bc55f10-dfa3-425e-be6d-9697b5a6edd0,tarjeta,91254.65,moto_electrica,21329.41,6.241233,-75.565768
375de319-3c6e-4b9c-a365-6970f1747faa,53e623f4-bf20-4228-82e3-ee34aa52cc05,Norte,2026-07-29 18:14:07,2026-07-29 18:16:07,2026-07-29 18:49:07,entregado,fc03515f-887a-46b7-a44a-8c0fcb0775be,app,82491.83,moto_electrica,17796.74,6.288696,-75.554927
7a3f47d4-1651-4231-ace2-f792a4eab1f8,0cecba19-546d-45bc-a482-e679d7148b85,Centro,2026-07-29 18:24:35,2026-07-29 18:30:35,2026-07-29 19:04:35,entregado,2ba6deb3-6f6f-4b15-86fc-06a32886e27a,efectivo,24795.65,bicicleta,4082.95,6.246378,-75.566848
ec9fcf08-4f8a-40f0-8fe5-8b48d57bb2fc,28146250-cf6a-4026-b1f9-b6628c2d8c60,Sur,2026-07-29 18:55:20,2026-07-29 19:00:20,2026-07-29 19:21:20,entregado,f8f6f0d9-c708-4217-bad3-d580bf28fd5f,efectivo,37315.32,moto_electrica,7937.07,6.166393,-75.601088
d5b2a097-5f60-4c89-995d-0b5e27b7f963,e3d7ed4c-b628-4a8e-a070-6cb9dcb5d8d0,Chapinero,2026-07-29 19:29:44,,,pendiente,,tarjeta,77077.11,bicicleta,17188.89,6.264024,-75.550709
f6176c89-339a-49c0-a48b-976778b4bf68,8f0ac0bd-4c61-4d9c-8a0a-a6c0f2d7227c,Sur,2026-07-29 19:33:54,2026-07-29 19:44:54,2026-07-29 20:02:54,entregado,65c0052d-e656-48ba-9f6c-ba710d8242eb,efectivo,65078.99,moto_electrica,15969.35,6.15102,-75.599325
1302f88e-a7de-43cb-96c2-b3c90edfdf31,c9baeee8-18c8-43a5-91a4-eb6a1108ec13,Sur,2026-07-29 19:52:37,2026-07-29 20:04:37,2026-07-29 20:41:37,entregado,8caf803c-0a87-4a8a-88c8-b2e2476e1eeb,app,58868.7,bicicleta,10705.21,6.168106,-75.600811
53dd4a54-6830-4b71-81dd-db5f1738c00c,0cecba19-546d-45bc-a482-e679d7148b85,Chapinero,2026-07-29 20:30:16,2026-07-29 20:37:16,2026-07-29 21:14:16,entregado,dd0aed03-899f-4d40-91a2-c94ffa9d7e52,tarjeta,88989.3,bicicleta,17036.91,6.268706,-75.545137
fa18db81-cee5-489d-b999-ae1eed5193c3,3846dadb-18c0-49fe-9be8-725b48a79373,Centro,2026-07-29 20:37:05,2026-07-29 20:48:05,,en_camino,652a1885-2699-4597-afd1-1379a48e1f75,efectivo,51513.48,bicicleta,11273.79,6.259023,-75.561969
30dde78d-f95c-4965-8116-ea14bfcc27d7,54233927-6db7-4079-8943-602740d70b79,Sur,2026-07-29 20:53:19,2026-07-29 21:08:19,2026-07-29 21:23:19,entregado,c946470e-cab4-4e7a-bcca-849685696e98,app,49541.57,moto_electrica,7488.51,6.155857,-75.580704
a59b1333-13b5-4d87-8c3a-89bcd7d7a563,7d75a9ec-1aa7-433b-920a-65483447d468,Occidente,2026-07-29 23:52:56,2026-07-29 23:59:56,2026-07-30 00:19:56,entregado,7bc55f10-dfa3-425e-be6d-9697b5a6edd0,tarjeta,87358.63,moto_electrica,20782.68,6.276964,-75.603844
d5c2102e-92a3-4c8a-abf9-1112ab116d49,7fcd166e-cba3-4232-91a1-41d51f495d35,Chapinero,2026-07-30 00:26:04,2026-07-30 00:40:04,2026-07-30 01:06:04,entregado,45b54b7a-158a-475b-b074-bc304ee06c5f,app,23250.52,moto_electrica,5664.85,6.262541,-75.553402
fa03418f-3260-4222-97b8-855df4485463,1183439d-4b22-4c45-9ada-cbc6d34960d7,Centro,2026-07-30 01:06:34,2026-07-30 01:15:34,,cancelado,45b54b7a-158a-475b-b074-bc304ee06c5f,efectivo,72924.09,bicicleta,11457.64,6.257209,-75.56093
818a6cf8-d005-4162-a223-699ae3ccc883,6332c5ab-6d19-41bf-87fa-7ee16a311a73,Norte,2026-07-30 01:08:59,2026-07-30 01:14:59,,en_camino,eec9c1a6-fa0a-4ee3-bcf5-687cf4ffffd1,tarjeta,74360.32,bicicleta,11734.81,6.293613,-75.57248
bd54ad2d-ff1a-4067-84f6-d787b3cae707,0604c774-2d96-40ec-b987-51c090ef688c,Chapinero,2026-07-30 01:25:18,2026-07-30 01:35:18,2026-07-30 01:59:18,entregado,d3492baf-d484-402d-a53e-ed3ddd5838b9,tarjeta,61527.47,moto_electrica,9738.28,6.269002,-75.540716
17bd7e92-9fbe-4d2f-bdb5-585279ea8a4c,501d52ea-dd62-4c6b-b43e-eb3cd5fa2d37,Sur,2026-07-30 01:26:00,2026-07-30 01:38:00,,en_camino,2ba6deb3-6f6f-4b15-86fc-06a32886e27a,tarjeta,70419.54,bicicleta,16798.46,6.16829,-75.591508
4a331f9b-e00a-4c81-9785-5b446a20862c,7b93bed4-ad49-4ae0-b9c6-73325f042816,Norte,2026-07-30 01:38:41,2026-07-30 01:43:41,2026-07-30 02:39:41,entregado,4a610ffa-babe-4263-9ee4-1ec7d61cdb29,efectivo,35642.23,bicicleta,6047.67,6.296247,-75.577831
b25328ed-aa70-44f1-822a-040b7b2b9587,85376b3d-bf0a-462c-9812-374620e92e59,Sur,2026-07-30 02:08:05,2026-07-30 02:13:05,,cancelado,8caf803c-0a87-4a8a-88c8-b2e2476e1eeb,tarjeta,40667.2,moto_electrica,8383.81,6.154066,-75.583985
b1699c6a-e162-4112-92ad-e5dd82860e38,c1c45866-47a2-47f7-b1e6-4dfecbbdda25,Sur,2026-07-30 02:09:51,2026-07-30 02:12:51,2026-07-30 02:50:51,entregado,7e7763b0-2145-4ea0-99f0-070486f95eff,tarjeta,16036.8,bicicleta,3965.51,6.162491,-75.608127
9336faaf-8983-4c45-ba4f-1082ef62f01d,501d52ea-dd62-4c6b-b43e-eb3cd5fa2d37,Centro,2026-07-30 03:39:04,2026-07-30 03:47:04,2026-07-30 04:15:04,entregado,567b2569-6593-43a6-afb7-944d81edda57,efectivo,77938.09,moto_electrica,18025.72,6.24303,-75.554883
36ef42e6-1dc1-45fd-977f-ac26eeaf2c2e,a4be7243-5dfa-45d2-818a-54607daa3daa,Norte,2026-07-30 04:03:40,2026-07-30 04:06:40,2026-07-30 04:52:40,entregado,4a610ffa-babe-4263-9ee4-1ec7d61cdb29,app,60229.11,bicicleta,13478.59,6.273168,-75.566146
404acb28-dbe8-4fe6-bd2a-a3d74841ac59,245581e8-7f2e-4595-bf4c-7d7b225aaca3,Norte,2026-07-30 04:20:15,2026-07-30 04:34:15,2026-07-30 05:18:15,entregado,45b54b7a-158a-475b-b074-bc304ee06c5f,efectivo,74646.59,bicicleta,17143.9,6.27798,-75.568018
19d02062-45b7-4ad7-b917-2441b0a07ce5,f5dd7f93-442b-4f9f-b4d8-50c8af7475e5,Sur,2026-07-30 04:49:03,2026-07-30 04:57:03,2026-07-30 05:18:03,entregado,c946470e-cab4-4e7a-bcca-849685696e98,tarjeta,70839.67,moto_electrica,13376.19,6.179459,-75.584452
f7ac3b5d-ef0a-498d-98d8-4ac9984d8b3d,bb4ee5cc-800a-45a7-9b16-65e6a83af29c,Centro,2026-07-30 04:50:47,2026-07-30 04:58:47,2026-07-30 05:14:47,entregado,8caf803c-0a87-4a8a-88c8-b2e2476e1eeb,app,91273.98,moto_electrica,14003.65,6.250588,-75.560626
7c0bcf0e-2025-4ef7-bc66-cf69b349f98a,6c7dcc33-6f64-4bae-a30c-600099b54f33,Chapinero,2026-07-30 05:41:28,2026-07-30 05:47:28,,en_camino,fc03515f-887a-46b7-a44a-8c0fcb0775be,app,51491.78,moto_electrica,11896.36,6.266084,-75.547748
